country,region_name,nuts_code,year_week,rate_14_day_per_100k,source
Austria,Austria,,2020-W15,,
Austria,Austria,,2020-W16,,
Austria,Austria,,2020-W17,,
Austria,Austria,,2020-W18,,
Austria,Austria,,2020-W19,,
Austria,Austria,,2020-W20,,
Austria,Austria,,2020-W21,,
Austria,Austria,,2020-W22,,
Austria,Austria,,2020-W23,,
Austria,Austria,,2020-W24,,
Austria,Austria,,2020-W25,,
Austria,Austria,,2020-W26,,
Austria,Austria,,2020-W27,,
Austria,Austria,,2020-W28,,
Austria,Austria,,2020-W29,,
Austria,Austria,,2020-W30,,
Austria,Austria,,2020-W31,,
Austria,Austria,,2020-W32,,
Austria,Austria,,2020-W33,,
Austria,Austria,,2020-W34,,
Austria,Austria,,2020-W35,,
Austria,Austria,,2020-W36,,
Austria,Austria,,2020-W37,,
Austria,Austria,,2020-W38,,
Austria,Austria,,2020-W39,,
Austria,Austria,,2020-W40,,
Austria,Austria,,2020-W41,,
Austria,Austria,,2020-W42,,
Austria,Austria,,2020-W43,,
Austria,Austria,,2020-W44,,
Austria,Austria,,2020-W45,,
Austria,Austria,,2020-W46,,
Austria,Austria,,2020-W47,,
Austria,Austria,,2020-W48,,
Austria,Austria,,2020-W49,,
Austria,Austria,,2020-W50,,
Austria,Austria,,2020-W51,,
Austria,Austria,,2020-W52,,
Austria,Austria,,2020-W53,,
Austria,Austria,,2021-W01,,
Austria,Austria,,2021-W02,,
Austria,Austria,,2021-W03,,
Austria,Austria,,2021-W04,,
Austria,Austria,,2021-W05,,
Austria,Austria,,2021-W06,,
Austria,Austria,,2021-W07,,
Austria,Austria,,2021-W08,,
Austria,Austria,,2021-W09,,
Austria,Austria,,2021-W10,,
Austria,Austria,,2021-W11,,
Austria,Austria,,2021-W12,,
Austria,Austria,,2021-W13,,
Austria,Austria,,2021-W14,,
Austria,Austria,,2021-W15,,
Austria,Austria,,2021-W16,,
Austria,Austria,,2021-W17,,
Austria,Austria,,2021-W18,,
Austria,Austria,,2021-W19,,
Austria,Austria,,2021-W20,,
Austria,Austria,,2021-W21,,
Austria,Austria,,2021-W22,,
Austria,Austria,,2021-W23,,
Austria,Austria,,2021-W24,,
Austria,Austria,,2021-W25,,
Austria,Austria,,2021-W26,,
Austria,Austria,,2021-W27,,
Austria,Austria,,2021-W28,,
Austria,Austria,,2021-W29,,
Austria,Austria,,2021-W30,,
Austria,Austria,,2021-W31,,
Austria,Austria,,2021-W32,,
Austria,Austria,,2021-W33,,
Austria,Austria,,2021-W34,,
Austria,Austria,,2021-W35,,
Austria,Austria,,2021-W36,,
Austria,Austria,,2021-W37,,
Austria,Austria,,2021-W38,,
Austria,Austria,,2021-W39,,
Austria,Austria,,2021-W40,,
Austria,Austria,,2021-W41,,
Austria,Austria,,2021-W42,,
Austria,Austria,,2021-W43,,
Austria,Austria,,2021-W44,,
Austria,Austria,,2021-W45,,
Austria,Austria,,2021-W46,,
Austria,Austria,,2021-W47,,
Austria,Austria,,2021-W48,,
Austria,Austria,,2021-W49,,
Austria,Austria,,2021-W50,,
Austria,Austria,,2021-W51,,
Austria,Austria,,2021-W52,,
Austria,Austria,,2022-W01,,
Austria,Austria,,2022-W02,,
Austria,Austria,,2022-W03,,
Austria,Austria,,2022-W04,,
Austria,Burgenland,,2020-W50,,
Austria,Burgenland,,2020-W51,,
Austria,Burgenland,,2020-W52,,
Austria,Burgenland,,2020-W53,,
Austria,Burgenland,,2021-W01,,
Austria,Burgenland,,2021-W02,,
Austria,Burgenland,,2021-W03,,
Austria,Burgenland,,2021-W04,,
Austria,Burgenland,,2021-W05,,
Austria,Burgenland,,2021-W06,,
Austria,Burgenland,,2021-W07,,
Austria,Burgenland,,2021-W08,,
Austria,Burgenland,,2021-W09,,
Austria,Burgenland,,2021-W10,,
Austria,Burgenland,,2021-W11,,
Austria,Burgenland,,2021-W12,,
Austria,Burgenland,,2021-W13,,
Austria,Burgenland,,2021-W14,,
Austria,Burgenland,,2021-W15,,
Austria,Burgenland,,2021-W16,,
Austria,Burgenland,,2021-W17,,
Austria,Burgenland,,2021-W18,,
Austria,Burgenland,,2021-W19,,
Austria,Burgenland,,2021-W20,,
Austria,Burgenland,,2021-W21,,
Austria,Burgenland,,2021-W22,,
Austria,Burgenland,,2021-W23,,
Austria,Burgenland,,2021-W24,,
Austria,Burgenland,,2021-W25,,
Austria,Burgenland,,2021-W26,,
Austria,Burgenland,,2021-W27,,
Austria,Burgenland,,2021-W28,,
Austria,Burgenland,,2021-W29,,
Austria,Burgenland,,2021-W30,,
Austria,Burgenland,,2021-W31,,
Austria,Burgenland,,2021-W32,,
Austria,Burgenland,,2021-W33,,
Austria,Burgenland,,2021-W34,,
Austria,Burgenland,,2021-W35,,
Austria,Burgenland,,2021-W36,,
Austria,Burgenland,,2021-W37,,
Austria,Burgenland,,2021-W38,,
Austria,Burgenland,,2021-W39,,
Austria,Burgenland,,2021-W40,,
Austria,Burgenland,,2021-W41,,
Austria,Burgenland,,2021-W42,,
Austria,Burgenland,,2021-W43,,
Austria,Burgenland,,2021-W44,,
Austria,Burgenland,,2021-W45,,
Austria,Burgenland,,2021-W46,,
Austria,Burgenland,,2021-W47,,
Austria,Burgenland,,2021-W48,,
Austria,Burgenland,,2021-W49,,
Austria,Burgenland,,2021-W50,,
Austria,Burgenland,,2021-W51,,
Austria,Burgenland,,2021-W52,,
Austria,Burgenland,,2022-W01,,
Austria,Burgenland,,2022-W02,,
Austria,Burgenland,,2022-W03,,
Austria,Burgenland,,2022-W04,,
Austria,Niederösterreich,,2020-W50,,
Austria,Niederösterreich,,2020-W51,,
Austria,Niederösterreich,,2020-W52,,
Austria,Niederösterreich,,2020-W53,,
Austria,Niederösterreich,,2021-W01,,
Austria,Niederösterreich,,2021-W02,,
Austria,Niederösterreich,,2021-W03,,
Austria,Niederösterreich,,2021-W04,,
Austria,Niederösterreich,,2021-W05,,
Austria,Niederösterreich,,2021-W06,,
Austria,Niederösterreich,,2021-W07,,
Austria,Niederösterreich,,2021-W08,,
Austria,Niederösterreich,,2021-W09,,
Austria,Niederösterreich,,2021-W10,,
Austria,Niederösterreich,,2021-W11,,
Austria,Niederösterreich,,2021-W12,,
Austria,Niederösterreich,,2021-W13,,
Austria,Niederösterreich,,2021-W14,,
Austria,Niederösterreich,,2021-W15,,
Austria,Niederösterreich,,2021-W16,,
Austria,Niederösterreich,,2021-W17,,
Austria,Niederösterreich,,2021-W18,,
Austria,Niederösterreich,,2021-W19,,
Austria,Niederösterreich,,2021-W20,,
Austria,Niederösterreich,,2021-W21,,
Austria,Niederösterreich,,2021-W22,,
Austria,Niederösterreich,,2021-W23,,
Austria,Niederösterreich,,2021-W24,,
Austria,Niederösterreich,,2021-W25,,
Austria,Niederösterreich,,2021-W26,,
Austria,Niederösterreich,,2021-W27,,
Austria,Niederösterreich,,2021-W28,,
Austria,Niederösterreich,,2021-W29,,
Austria,Niederösterreich,,2021-W30,,
Austria,Niederösterreich,,2021-W31,,
Austria,Niederösterreich,,2021-W32,,
Austria,Niederösterreich,,2021-W33,,
Austria,Niederösterreich,,2021-W34,,
Austria,Niederösterreich,,2021-W35,,
Austria,Niederösterreich,,2021-W36,,
Austria,Niederösterreich,,2021-W37,,
Austria,Niederösterreich,,2021-W38,,
Austria,Niederösterreich,,2021-W39,,
Austria,Niederösterreich,,2021-W40,,
Austria,Niederösterreich,,2021-W41,,
Austria,Niederösterreich,,2021-W42,,
Austria,Niederösterreich,,2021-W43,,
Austria,Niederösterreich,,2021-W44,,
Austria,Niederösterreich,,2021-W45,,
Austria,Niederösterreich,,2021-W46,,
Austria,Niederösterreich,,2021-W47,,
Austria,Niederösterreich,,2021-W48,,
Austria,Niederösterreich,,2021-W49,,
Austria,Niederösterreich,,2021-W50,,
Austria,Niederösterreich,,2021-W51,,
Austria,Niederösterreich,,2021-W52,,
Austria,Niederösterreich,,2022-W01,,
Austria,Niederösterreich,,2022-W02,,
Austria,Niederösterreich,,2022-W03,,
Austria,Niederösterreich,,2022-W04,,
Austria,Wien,,2020-W50,,
Austria,Wien,,2020-W51,,
Austria,Wien,,2020-W52,,
Austria,Wien,,2020-W53,,
Austria,Wien,,2021-W01,,
Austria,Wien,,2021-W02,,
Austria,Wien,,2021-W03,,
Austria,Wien,,2021-W04,,
Austria,Wien,,2021-W05,,
Austria,Wien,,2021-W06,,
Austria,Wien,,2021-W07,,
Austria,Wien,,2021-W08,,
Austria,Wien,,2021-W09,,
Austria,Wien,,2021-W10,,
Austria,Wien,,2021-W11,,
Austria,Wien,,2021-W12,,
Austria,Wien,,2021-W13,,
Austria,Wien,,2021-W14,,
Austria,Wien,,2021-W15,,
Austria,Wien,,2021-W16,,
Austria,Wien,,2021-W17,,
Austria,Wien,,2021-W18,,
Austria,Wien,,2021-W19,,
Austria,Wien,,2021-W20,,
Austria,Wien,,2021-W21,,
Austria,Wien,,2021-W22,,
Austria,Wien,,2021-W23,,
Austria,Wien,,2021-W24,,
Austria,Wien,,2021-W25,,
Austria,Wien,,2021-W26,,
Austria,Wien,,2021-W27,,
Austria,Wien,,2021-W28,,
Austria,Wien,,2021-W29,,
Austria,Wien,,2021-W30,,
Austria,Wien,,2021-W31,,
Austria,Wien,,2021-W32,,
Austria,Wien,,2021-W33,,
Austria,Wien,,2021-W34,,
Austria,Wien,,2021-W35,,
Austria,Wien,,2021-W36,,
Austria,Wien,,2021-W37,,
Austria,Wien,,2021-W38,,
Austria,Wien,,2021-W39,,
Austria,Wien,,2021-W40,,
Austria,Wien,,2021-W41,,
Austria,Wien,,2021-W42,,
Austria,Wien,,2021-W43,,
Austria,Wien,,2021-W44,,
Austria,Wien,,2021-W45,,
Austria,Wien,,2021-W46,,
Austria,Wien,,2021-W47,,
Austria,Wien,,2021-W48,,
Austria,Wien,,2021-W49,,
Austria,Wien,,2021-W50,,
Austria,Wien,,2021-W51,,
Austria,Wien,,2021-W52,,
Austria,Wien,,2022-W01,,
Austria,Wien,,2022-W02,,
Austria,Wien,,2022-W03,,
Austria,Wien,,2022-W04,,
Austria,Kärnten,,2020-W50,,
Austria,Kärnten,,2020-W51,,
Austria,Kärnten,,2020-W52,,
Austria,Kärnten,,2020-W53,,
Austria,Kärnten,,2021-W01,,
Austria,Kärnten,,2021-W02,,
Austria,Kärnten,,2021-W03,,
Austria,Kärnten,,2021-W04,,
Austria,Kärnten,,2021-W05,,
Austria,Kärnten,,2021-W06,,
Austria,Kärnten,,2021-W07,,
Austria,Kärnten,,2021-W08,,
Austria,Kärnten,,2021-W09,,
Austria,Kärnten,,2021-W10,,
Austria,Kärnten,,2021-W11,,
Austria,Kärnten,,2021-W12,,
Austria,Kärnten,,2021-W13,,
Austria,Kärnten,,2021-W14,,
Austria,Kärnten,,2021-W15,,
Austria,Kärnten,,2021-W16,,
Austria,Kärnten,,2021-W17,,
Austria,Kärnten,,2021-W18,,
Austria,Kärnten,,2021-W19,,
Austria,Kärnten,,2021-W20,,
Austria,Kärnten,,2021-W21,,
Austria,Kärnten,,2021-W22,,
Austria,Kärnten,,2021-W23,,
Austria,Kärnten,,2021-W24,,
Austria,Kärnten,,2021-W25,,
Austria,Kärnten,,2021-W26,,
Austria,Kärnten,,2021-W27,,
Austria,Kärnten,,2021-W28,,
Austria,Kärnten,,2021-W29,,
Austria,Kärnten,,2021-W30,,
Austria,Kärnten,,2021-W31,,
Austria,Kärnten,,2021-W32,,
Austria,Kärnten,,2021-W33,,
Austria,Kärnten,,2021-W34,,
Austria,Kärnten,,2021-W35,,
Austria,Kärnten,,2021-W36,,
Austria,Kärnten,,2021-W37,,
Austria,Kärnten,,2021-W38,,
Austria,Kärnten,,2021-W39,,
Austria,Kärnten,,2021-W40,,
Austria,Kärnten,,2021-W41,,
Austria,Kärnten,,2021-W42,,
Austria,Kärnten,,2021-W43,,
Austria,Kärnten,,2021-W44,,
Austria,Kärnten,,2021-W45,,
Austria,Kärnten,,2021-W46,,
Austria,Kärnten,,2021-W47,,
Austria,Kärnten,,2021-W48,,
Austria,Kärnten,,2021-W49,,
Austria,Kärnten,,2021-W50,,
Austria,Kärnten,,2021-W51,,
Austria,Kärnten,,2021-W52,,
Austria,Kärnten,,2022-W01,,
Austria,Kärnten,,2022-W02,,
Austria,Kärnten,,2022-W03,,
Austria,Kärnten,,2022-W04,,
Austria,Steiermark,,2020-W50,,
Austria,Steiermark,,2020-W51,,
Austria,Steiermark,,2020-W52,,
Austria,Steiermark,,2020-W53,,
Austria,Steiermark,,2021-W01,,
Austria,Steiermark,,2021-W02,,
Austria,Steiermark,,2021-W03,,
Austria,Steiermark,,2021-W04,,
Austria,Steiermark,,2021-W05,,
Austria,Steiermark,,2021-W06,,
Austria,Steiermark,,2021-W07,,
Austria,Steiermark,,2021-W08,,
Austria,Steiermark,,2021-W09,,
Austria,Steiermark,,2021-W10,,
Austria,Steiermark,,2021-W11,,
Austria,Steiermark,,2021-W12,,
Austria,Steiermark,,2021-W13,,
Austria,Steiermark,,2021-W14,,
Austria,Steiermark,,2021-W15,,
Austria,Steiermark,,2021-W16,,
Austria,Steiermark,,2021-W17,,
Austria,Steiermark,,2021-W18,,
Austria,Steiermark,,2021-W19,,
Austria,Steiermark,,2021-W20,,
Austria,Steiermark,,2021-W21,,
Austria,Steiermark,,2021-W22,,
Austria,Steiermark,,2021-W23,,
Austria,Steiermark,,2021-W24,,
Austria,Steiermark,,2021-W25,,
Austria,Steiermark,,2021-W26,,
Austria,Steiermark,,2021-W27,,
Austria,Steiermark,,2021-W28,,
Austria,Steiermark,,2021-W29,,
Austria,Steiermark,,2021-W30,,
Austria,Steiermark,,2021-W31,,
Austria,Steiermark,,2021-W32,,
Austria,Steiermark,,2021-W33,,
Austria,Steiermark,,2021-W34,,
Austria,Steiermark,,2021-W35,,
Austria,Steiermark,,2021-W36,,
Austria,Steiermark,,2021-W37,,
Austria,Steiermark,,2021-W38,,
Austria,Steiermark,,2021-W39,,
Austria,Steiermark,,2021-W40,,
Austria,Steiermark,,2021-W41,,
Austria,Steiermark,,2021-W42,,
Austria,Steiermark,,2021-W43,,
Austria,Steiermark,,2021-W44,,
Austria,Steiermark,,2021-W45,,
Austria,Steiermark,,2021-W46,,
Austria,Steiermark,,2021-W47,,
Austria,Steiermark,,2021-W48,,
Austria,Steiermark,,2021-W49,,
Austria,Steiermark,,2021-W50,,
Austria,Steiermark,,2021-W51,,
Austria,Steiermark,,2021-W52,,
Austria,Steiermark,,2022-W01,,
Austria,Steiermark,,2022-W02,,
Austria,Steiermark,,2022-W03,,
Austria,Steiermark,,2022-W04,,
Austria,Oberösterreich,,2020-W50,,
Austria,Oberösterreich,,2020-W51,,
Austria,Oberösterreich,,2020-W52,,
Austria,Oberösterreich,,2020-W53,,
Austria,Oberösterreich,,2021-W01,,
Austria,Oberösterreich,,2021-W02,,
Austria,Oberösterreich,,2021-W03,,
Austria,Oberösterreich,,2021-W04,,
Austria,Oberösterreich,,2021-W05,,
Austria,Oberösterreich,,2021-W06,,
Austria,Oberösterreich,,2021-W07,,
Austria,Oberösterreich,,2021-W08,,
Austria,Oberösterreich,,2021-W09,,
Austria,Oberösterreich,,2021-W10,,
Austria,Oberösterreich,,2021-W11,,
Austria,Oberösterreich,,2021-W12,,
Austria,Oberösterreich,,2021-W13,,
Austria,Oberösterreich,,2021-W14,,
Austria,Oberösterreich,,2021-W15,,
Austria,Oberösterreich,,2021-W16,,
Austria,Oberösterreich,,2021-W17,,
Austria,Oberösterreich,,2021-W18,,
Austria,Oberösterreich,,2021-W19,,
Austria,Oberösterreich,,2021-W20,,
Austria,Oberösterreich,,2021-W21,,
Austria,Oberösterreich,,2021-W22,,
Austria,Oberösterreich,,2021-W23,,
Austria,Oberösterreich,,2021-W24,,
Austria,Oberösterreich,,2021-W25,,
Austria,Oberösterreich,,2021-W26,,
Austria,Oberösterreich,,2021-W27,,
Austria,Oberösterreich,,2021-W28,,
Austria,Oberösterreich,,2021-W29,,
Austria,Oberösterreich,,2021-W30,,
Austria,Oberösterreich,,2021-W31,,
Austria,Oberösterreich,,2021-W32,,
Austria,Oberösterreich,,2021-W33,,
Austria,Oberösterreich,,2021-W34,,
Austria,Oberösterreich,,2021-W35,,
Austria,Oberösterreich,,2021-W36,,
Austria,Oberösterreich,,2021-W37,,
Austria,Oberösterreich,,2021-W38,,
Austria,Oberösterreich,,2021-W39,,
Austria,Oberösterreich,,2021-W40,,
Austria,Oberösterreich,,2021-W41,,
Austria,Oberösterreich,,2021-W42,,
Austria,Oberösterreich,,2021-W43,,
Austria,Oberösterreich,,2021-W44,,
Austria,Oberösterreich,,2021-W45,,
Austria,Oberösterreich,,2021-W46,,
Austria,Oberösterreich,,2021-W47,,
Austria,Oberösterreich,,2021-W48,,
Austria,Oberösterreich,,2021-W49,,
Austria,Oberösterreich,,2021-W50,,
Austria,Oberösterreich,,2021-W51,,
Austria,Oberösterreich,,2021-W52,,
Austria,Oberösterreich,,2022-W01,,
Austria,Oberösterreich,,2022-W02,,
Austria,Oberösterreich,,2022-W03,,
Austria,Oberösterreich,,2022-W04,,
Austria,Salzburg,,2020-W50,,
Austria,Salzburg,,2020-W51,,
Austria,Salzburg,,2020-W52,,
Austria,Salzburg,,2020-W53,,
Austria,Salzburg,,2021-W01,,
Austria,Salzburg,,2021-W02,,
Austria,Salzburg,,2021-W03,,
Austria,Salzburg,,2021-W04,,
Austria,Salzburg,,2021-W05,,
Austria,Salzburg,,2021-W06,,
Austria,Salzburg,,2021-W07,,
Austria,Salzburg,,2021-W08,,
Austria,Salzburg,,2021-W09,,
Austria,Salzburg,,2021-W10,,
Austria,Salzburg,,2021-W11,,
Austria,Salzburg,,2021-W12,,
Austria,Salzburg,,2021-W13,,
Austria,Salzburg,,2021-W14,,
Austria,Salzburg,,2021-W15,,
Austria,Salzburg,,2021-W16,,
Austria,Salzburg,,2021-W17,,
Austria,Salzburg,,2021-W18,,
Austria,Salzburg,,2021-W19,,
Austria,Salzburg,,2021-W20,,
Austria,Salzburg,,2021-W21,,
Austria,Salzburg,,2021-W22,,
Austria,Salzburg,,2021-W23,,
Austria,Salzburg,,2021-W24,,
Austria,Salzburg,,2021-W25,,
Austria,Salzburg,,2021-W26,,
Austria,Salzburg,,2021-W27,,
Austria,Salzburg,,2021-W28,,
Austria,Salzburg,,2021-W29,,
Austria,Salzburg,,2021-W30,,
Austria,Salzburg,,2021-W31,,
Austria,Salzburg,,2021-W32,,
Austria,Salzburg,,2021-W33,,
Austria,Salzburg,,2021-W34,,
Austria,Salzburg,,2021-W35,,
Austria,Salzburg,,2021-W36,,
Austria,Salzburg,,2021-W37,,
Austria,Salzburg,,2021-W38,,
Austria,Salzburg,,2021-W39,,
Austria,Salzburg,,2021-W40,,
Austria,Salzburg,,2021-W41,,
Austria,Salzburg,,2021-W42,,
Austria,Salzburg,,2021-W43,,
Austria,Salzburg,,2021-W44,,
Austria,Salzburg,,2021-W45,,
Austria,Salzburg,,2021-W46,,
Austria,Salzburg,,2021-W47,,
Austria,Salzburg,,2021-W48,,
Austria,Salzburg,,2021-W49,,
Austria,Salzburg,,2021-W50,,
Austria,Salzburg,,2021-W51,,
Austria,Salzburg,,2021-W52,,
Austria,Salzburg,,2022-W01,,
Austria,Salzburg,,2022-W02,,
Austria,Salzburg,,2022-W03,,
Austria,Salzburg,,2022-W04,,
Austria,Tirol,,2020-W50,,
Austria,Tirol,,2020-W51,,
Austria,Tirol,,2020-W52,,
Austria,Tirol,,2020-W53,,
Austria,Tirol,,2021-W01,,
Austria,Tirol,,2021-W02,,
Austria,Tirol,,2021-W03,,
Austria,Tirol,,2021-W04,,
Austria,Tirol,,2021-W05,,
Austria,Tirol,,2021-W06,,
Austria,Tirol,,2021-W07,,
Austria,Tirol,,2021-W08,,
Austria,Tirol,,2021-W09,,
Austria,Tirol,,2021-W10,,
Austria,Tirol,,2021-W11,,
Austria,Tirol,,2021-W12,,
Austria,Tirol,,2021-W13,,
Austria,Tirol,,2021-W14,,
Austria,Tirol,,2021-W15,,
Austria,Tirol,,2021-W16,,
Austria,Tirol,,2021-W17,,
Austria,Tirol,,2021-W18,,
Austria,Tirol,,2021-W19,,
Austria,Tirol,,2021-W20,,
Austria,Tirol,,2021-W21,,
Austria,Tirol,,2021-W22,,
Austria,Tirol,,2021-W23,,
Austria,Tirol,,2021-W24,,
Austria,Tirol,,2021-W25,,
Austria,Tirol,,2021-W26,,
Austria,Tirol,,2021-W27,,
Austria,Tirol,,2021-W28,,
Austria,Tirol,,2021-W29,,
Austria,Tirol,,2021-W30,,
Austria,Tirol,,2021-W31,,
Austria,Tirol,,2021-W32,,
Austria,Tirol,,2021-W33,,
Austria,Tirol,,2021-W34,,
Austria,Tirol,,2021-W35,,
Austria,Tirol,,2021-W36,,
Austria,Tirol,,2021-W37,,
Austria,Tirol,,2021-W38,,
Austria,Tirol,,2021-W39,,
Austria,Tirol,,2021-W40,,
Austria,Tirol,,2021-W41,,
Austria,Tirol,,2021-W42,,
Austria,Tirol,,2021-W43,,
Austria,Tirol,,2021-W44,,
Austria,Tirol,,2021-W45,,
Austria,Tirol,,2021-W46,,
Austria,Tirol,,2021-W47,,
Austria,Tirol,,2021-W48,,
Austria,Tirol,,2021-W49,,
Austria,Tirol,,2021-W50,,
Austria,Tirol,,2021-W51,,
Austria,Tirol,,2021-W52,,
Austria,Tirol,,2022-W01,,
Austria,Tirol,,2022-W02,,
Austria,Tirol,,2022-W03,,
Austria,Tirol,,2022-W04,,
Austria,Vorarlberg,,2020-W50,,
Austria,Vorarlberg,,2020-W51,,
Austria,Vorarlberg,,2020-W52,,
Austria,Vorarlberg,,2020-W53,,
Austria,Vorarlberg,,2021-W01,,
Austria,Vorarlberg,,2021-W02,,
Austria,Vorarlberg,,2021-W03,,
Austria,Vorarlberg,,2021-W04,,
Austria,Vorarlberg,,2021-W05,,
Austria,Vorarlberg,,2021-W06,,
Austria,Vorarlberg,,2021-W07,,
Austria,Vorarlberg,,2021-W08,,
Austria,Vorarlberg,,2021-W09,,
Austria,Vorarlberg,,2021-W10,,
Austria,Vorarlberg,,2021-W11,,
Austria,Vorarlberg,,2021-W12,,
Austria,Vorarlberg,,2021-W13,,
Austria,Vorarlberg,,2021-W14,,
Austria,Vorarlberg,,2021-W15,,
Austria,Vorarlberg,,2021-W16,,
Austria,Vorarlberg,,2021-W17,,
Austria,Vorarlberg,,2021-W18,,
Austria,Vorarlberg,,2021-W19,,
Austria,Vorarlberg,,2021-W20,,
Austria,Vorarlberg,,2021-W21,,
Austria,Vorarlberg,,2021-W22,,
Austria,Vorarlberg,,2021-W23,,
Austria,Vorarlberg,,2021-W24,,
Austria,Vorarlberg,,2021-W25,,
Austria,Vorarlberg,,2021-W26,,
Austria,Vorarlberg,,2021-W27,,
Austria,Vorarlberg,,2021-W28,,
Austria,Vorarlberg,,2021-W29,,
Austria,Vorarlberg,,2021-W30,,
Austria,Vorarlberg,,2021-W31,,
Austria,Vorarlberg,,2021-W32,,
Austria,Vorarlberg,,2021-W33,,
Austria,Vorarlberg,,2021-W34,,
Austria,Vorarlberg,,2021-W35,,
Austria,Vorarlberg,,2021-W36,,
Austria,Vorarlberg,,2021-W37,,
Austria,Vorarlberg,,2021-W38,,
Austria,Vorarlberg,,2021-W39,,
Austria,Vorarlberg,,2021-W40,,
Austria,Vorarlberg,,2021-W41,,
Austria,Vorarlberg,,2021-W42,,
Austria,Vorarlberg,,2021-W43,,
Austria,Vorarlberg,,2021-W44,,
Austria,Vorarlberg,,2021-W45,,
Austria,Vorarlberg,,2021-W46,,
Austria,Vorarlberg,,2021-W47,,
Austria,Vorarlberg,,2021-W48,,
Austria,Vorarlberg,,2021-W49,,
Austria,Vorarlberg,,2021-W50,,
Austria,Vorarlberg,,2021-W51,,
Austria,Vorarlberg,,2021-W52,,
Austria,Vorarlberg,,2022-W01,,
Austria,Vorarlberg,,2022-W02,,
Austria,Vorarlberg,,2022-W03,,
Austria,Vorarlberg,,2022-W04,,
Belgium,Belgium,,2020-W09,,
Belgium,Belgium,,2020-W10,,
Belgium,Belgium,,2020-W11,,
Belgium,Belgium,,2020-W12,,
Belgium,Belgium,,2020-W13,,
Belgium,Belgium,,2020-W14,,
Belgium,Belgium,,2020-W15,,
Belgium,Belgium,,2020-W16,,
Belgium,Belgium,,2020-W17,,
Belgium,Belgium,,2020-W18,,
Belgium,Belgium,,2020-W19,,
Belgium,Belgium,,2020-W20,,
Belgium,Belgium,,2020-W21,,
Belgium,Belgium,,2020-W22,,
Belgium,Belgium,,2020-W23,,
Belgium,Belgium,,2020-W24,,
Belgium,Belgium,,2020-W25,,
Belgium,Belgium,,2020-W26,,
Belgium,Belgium,,2020-W27,,
Belgium,Belgium,,2020-W28,,
Belgium,Belgium,,2020-W29,,
Belgium,Belgium,,2020-W30,,
Belgium,Belgium,,2020-W31,,
Belgium,Belgium,,2020-W32,,
Belgium,Belgium,,2020-W33,,
Belgium,Belgium,,2020-W34,,
Belgium,Belgium,,2020-W35,,
Belgium,Belgium,,2020-W36,,
Belgium,Belgium,,2020-W37,,
Belgium,Belgium,,2020-W38,,
Belgium,Belgium,,2020-W39,,
Belgium,Belgium,,2020-W40,,
Belgium,Belgium,,2020-W41,,
Belgium,Belgium,,2020-W42,,
Belgium,Belgium,,2020-W43,,
Belgium,Belgium,,2020-W44,,
Belgium,Belgium,,2020-W45,,
Belgium,Belgium,,2020-W46,,
Belgium,Belgium,,2020-W47,,
Belgium,Belgium,,2020-W48,,
Belgium,Belgium,,2020-W49,,
Belgium,Belgium,,2020-W50,,
Belgium,Belgium,,2020-W51,,
Belgium,Belgium,,2020-W52,,
Belgium,Belgium,,2020-W53,,
Belgium,Belgium,,2021-W01,,
Belgium,Belgium,,2021-W02,,
Belgium,Belgium,,2021-W03,,
Belgium,Belgium,,2021-W04,,
Belgium,Belgium,,2021-W05,,
Belgium,Belgium,,2021-W06,,
Belgium,Belgium,,2021-W07,,
Belgium,Belgium,,2021-W08,,
Belgium,Belgium,,2021-W09,,
Belgium,Belgium,,2021-W10,,
Belgium,Belgium,,2021-W11,,
Belgium,Belgium,,2021-W12,,
Belgium,Belgium,,2021-W13,,
Belgium,Belgium,,2021-W14,,
Belgium,Belgium,,2021-W15,,
Belgium,Belgium,,2021-W16,,
Belgium,Belgium,,2021-W17,,
Belgium,Belgium,,2021-W18,,
Belgium,Belgium,,2021-W19,,
Belgium,Belgium,,2021-W20,,
Belgium,Belgium,,2021-W21,,
Belgium,Belgium,,2021-W22,,
Belgium,Belgium,,2021-W23,,
Belgium,Belgium,,2021-W24,,
Belgium,Belgium,,2021-W25,,
Belgium,Belgium,,2021-W26,,
Belgium,Belgium,,2021-W27,,
Belgium,Belgium,,2021-W28,,
Belgium,Belgium,,2021-W29,,
Belgium,Belgium,,2021-W30,,
Belgium,Belgium,,2021-W31,,
Belgium,Belgium,,2021-W32,,
Belgium,Belgium,,2021-W33,,
Belgium,Belgium,,2021-W34,,
Belgium,Belgium,,2021-W35,,
Belgium,Belgium,,2021-W36,,
Belgium,Belgium,,2021-W37,,
Belgium,Belgium,,2021-W38,,
Belgium,Belgium,,2021-W39,,
Belgium,Belgium,,2021-W40,,
Belgium,Belgium,,2021-W41,,
Belgium,Belgium,,2021-W42,,
Belgium,Belgium,,2021-W43,,
Belgium,Belgium,,2021-W44,,
Belgium,Belgium,,2021-W45,,
Belgium,Belgium,,2021-W46,,
Belgium,Belgium,,2021-W47,,
Belgium,Belgium,,2021-W48,,
Belgium,Belgium,,2021-W49,,
Belgium,Belgium,,2021-W50,,
Belgium,Belgium,,2021-W51,,
Belgium,Belgium,,2021-W52,,
Belgium,Belgium,,2022-W01,,
Belgium,Belgium,,2022-W02,,
Belgium,Belgium,,2022-W03,,
