country,region_name,nuts_code,year_week,rate_14_day_per_100k,weekly_count,population,source
Croatia,Pozesko-Slavonska Zupanija,HR023,2021-20,135.764158262219,35,67028,Epidemic intelligence subnational data
Croatia,Pozesko-Slavonska Zupanija,HR023,2021-21,77.5795190069822,17,67028,Epidemic intelligence subnational data
Croatia,Pozesko-Slavonska Zupanija,HR023,2021-22,40.2816733305484,10,67028,Epidemic intelligence subnational data
Croatia,Pozesko-Slavonska Zupanija,HR023,2021-23,25.3625350599749,7,67028,Epidemic intelligence subnational data
Croatia,Pozesko-Slavonska Zupanija,HR023,2021-24,13.4272244435161,2,67028,Epidemic intelligence subnational data
Croatia,Pozesko-Slavonska Zupanija,HR023,2021-25,5.9676553082294,2,67028,Epidemic intelligence subnational data
Croatia,Pozesko-Slavonska Zupanija,HR023,2021-26,5.9676553082294,2,67028,Epidemic intelligence subnational data
Croatia,Pozesko-Slavonska Zupanija,HR023,2021-27,8.9514829623441,4,67028,Epidemic intelligence subnational data
Croatia,Pozesko-Slavonska Zupanija,HR023,2021-28,7.45956913528675,1,67028,Epidemic intelligence subnational data
Croatia,Pozesko-Slavonska Zupanija,HR023,2021-29,8.9514829623441,5,67028,Epidemic intelligence subnational data
Croatia,Pozesko-Slavonska Zupanija,HR023,2021-30,10.4433967894014,2,67028,Epidemic intelligence subnational data
Croatia,Pozesko-Slavonska Zupanija,HR023,2021-31,11.9353106164588,6,67028,Epidemic intelligence subnational data
Croatia,Pozesko-Slavonska Zupanija,HR023,2021-32,26.8544488870323,12,67028,Epidemic intelligence subnational data
Croatia,Pozesko-Slavonska Zupanija,HR023,2021-33,47.7412424658352,20,67028,Epidemic intelligence subnational data
Croatia,Pozesko-Slavonska Zupanija,HR023,2021-34,53.7088977740646,16,67028,Epidemic intelligence subnational data
Croatia,Pozesko-Slavonska Zupanija,HR023,2021-35,86.5310019693263,42,67028,Epidemic intelligence subnational data
Croatia,Pozesko-Slavonska Zupanija,HR023,2021-36,186.489228382169,83,67028,Epidemic intelligence subnational data
Croatia,Pozesko-Slavonska Zupanija,HR023,2021-37,301.366593065585,119,67028,Epidemic intelligence subnational data
Croatia,Pozesko-Slavonska Zupanija,HR023,2021-38,480.396252312467,203,67028,Epidemic intelligence subnational data
Croatia,Pozesko-Slavonska Zupanija,HR023,2021-39,663.90165304052,242,67028,Epidemic intelligence subnational data
Croatia,Pozesko-Slavonska Zupanija,HR023,2021-40,707.167154025184,232,67028,Epidemic intelligence subnational data
Croatia,Pozesko-Slavonska Zupanija,HR023,2021-41,626.603807364087,188,67028,Epidemic intelligence subnational data
Croatia,Pozesko-Slavonska Zupanija,HR023,2021-42,659.425911559348,254,67028,Epidemic intelligence subnational data
Croatia,Pozesko-Slavonska Zupanija,HR023,2021-43,883.212985617951,338,67028,Epidemic intelligence subnational data
Croatia,Pozesko-Slavonska Zupanija,HR023,2021-44,1172.64426806708,448,67028,Epidemic intelligence subnational data
Croatia,Pozesko-Slavonska Zupanija,HR023,2021-45,1408.36665274214,496,67028,Epidemic intelligence subnational data
Croatia,Pozesko-Slavonska Zupanija,HR023,2021-46,1283.04589126932,364,67028,Epidemic intelligence subnational data
Croatia,Pozesko-Slavonska Zupanija,HR023,2021-47,1147.2817330071,405,67028,Epidemic intelligence subnational data
Croatia,Pozesko-Slavonska Zupanija,HR023,2021-48,1053.29116190249,301,67028,Epidemic intelligence subnational data
Croatia,Pozesko-Slavonska Zupanija,HR023,2021-49,784.746673032166,225,67028,Epidemic intelligence subnational data
Croatia,Pozesko-Slavonska Zupanija,HR023,2021-50,625.111893537029,194,67028,Epidemic intelligence subnational data
Croatia,Pozesko-Slavonska Zupanija,HR023,2021-51,520.677925643015,155,67028,Epidemic intelligence subnational data
Croatia,Pozesko-Slavonska Zupanija,HR023,2021-52,502.774959718327,182,67028,Epidemic intelligence subnational data
Croatia,Pozesko-Slavonska Zupanija,HR023,2022-01,775.795190069822,338,67028,Epidemic intelligence subnational data
Croatia,Pozesko-Slavonska Zupanija,HR023,2022-02,1120.42728412007,413,67028,Epidemic intelligence subnational data
Croatia,Pozesko-Slavonska Zupanija,HR023,2022-03,1802.23190308528,795,67028,Epidemic intelligence subnational data
Croatia,Pozesko-Slavonska Zupanija,HR023,2022-04,2302.02303514949,748,67028,Epidemic intelligence subnational data
Croatia,Pozesko-Slavonska Zupanija,HR023,2022-05,2043.92194306857,622,67028,Epidemic intelligence subnational data
Croatia,Pozesko-Slavonska Zupanija,HR023,2022-06,1466.55129199737,361,67028,Epidemic intelligence subnational data
Croatia,Brodsko-Posavska Zupanija,HR024,2020-16,,4,138804,Epidemic intelligence subnational data
Croatia,Brodsko-Posavska Zupanija,HR024,2020-17,2.88176133252644,0,138804,Epidemic intelligence subnational data
Croatia,Brodsko-Posavska Zupanija,HR024,2020-18,0,0,138804,Epidemic intelligence subnational data
Croatia,Brodsko-Posavska Zupanija,HR024,2020-19,7.2044033313161,10,138804,Epidemic intelligence subnational data
Croatia,Brodsko-Posavska Zupanija,HR024,2020-20,12.2474856632374,7,138804,Epidemic intelligence subnational data
Croatia,Brodsko-Posavska Zupanija,HR024,2020-21,7.92484366444771,4,138804,Epidemic intelligence subnational data
Croatia,Brodsko-Posavska Zupanija,HR024,2020-22,3.60220166565805,1,138804,Epidemic intelligence subnational data
Croatia,Brodsko-Posavska Zupanija,HR024,2020-23,0.72044033313161,0,138804,Epidemic intelligence subnational data
Croatia,Brodsko-Posavska Zupanija,HR024,2020-24,0,0,138804,Epidemic intelligence subnational data
Croatia,Brodsko-Posavska Zupanija,HR024,2020-25,1.44088066626322,2,138804,Epidemic intelligence subnational data
Croatia,Brodsko-Posavska Zupanija,HR024,2020-26,6.48396299818449,7,138804,Epidemic intelligence subnational data
Croatia,Brodsko-Posavska Zupanija,HR024,2020-27,26.6562923258696,30,138804,Epidemic intelligence subnational data
Croatia,Brodsko-Posavska Zupanija,HR024,2020-28,55.473905651134,47,138804,Epidemic intelligence subnational data
Croatia,Brodsko-Posavska Zupanija,HR024,2020-29,46.108181320423,17,138804,Epidemic intelligence subnational data
Croatia,Brodsko-Posavska Zupanija,HR024,2020-30,19.4518889945535,10,138804,Epidemic intelligence subnational data
Croatia,Brodsko-Posavska Zupanija,HR024,2020-31,13.6883663295006,9,138804,Epidemic intelligence subnational data
Croatia,Brodsko-Posavska Zupanija,HR024,2020-32,21.6132099939483,21,138804,Epidemic intelligence subnational data
Croatia,Brodsko-Posavska Zupanija,HR024,2020-33,46.108181320423,43,138804,Epidemic intelligence subnational data
Croatia,Brodsko-Posavska Zupanija,HR024,2020-34,105.184288637215,103,138804,Epidemic intelligence subnational data
Croatia,Brodsko-Posavska Zupanija,HR024,2020-35,124.636177631769,70,138804,Epidemic intelligence subnational data
Croatia,Brodsko-Posavska Zupanija,HR024,2020-36,100.141206305294,69,138804,Epidemic intelligence subnational data
Croatia,Brodsko-Posavska Zupanija,HR024,2020-37,102.302527304689,73,138804,Epidemic intelligence subnational data
Croatia,Brodsko-Posavska Zupanija,HR024,2020-38,100.861646638425,67,138804,Epidemic intelligence subnational data
Croatia,Brodsko-Posavska Zupanija,HR024,2020-39,63.3987493155817,21,138804,Epidemic intelligence subnational data
Croatia,Brodsko-Posavska Zupanija,HR024,2020-40,30.2584939915276,21,138804,Epidemic intelligence subnational data
Croatia,Brodsko-Posavska Zupanija,HR024,2020-41,45.3877409872914,42,138804,Epidemic intelligence subnational data
Croatia,Brodsko-Posavska Zupanija,HR024,2020-42,110.947811302268,112,138804,Epidemic intelligence subnational data
Croatia,Brodsko-Posavska Zupanija,HR024,2020-43,308.348462580329,316,138804,Epidemic intelligence subnational data
Croatia,Brodsko-Posavska Zupanija,HR024,2020-44,611.653842828737,533,138804,Epidemic intelligence subnational data
Croatia,Brodsko-Posavska Zupanija,HR024,2020-45,858.044436759748,658,138804,Epidemic intelligence subnational data
Croatia,Brodsko-Posavska Zupanija,HR024,2020-46,889.023371084407,576,138804,Epidemic intelligence subnational data
Croatia,Brodsko-Posavska Zupanija,HR024,2020-47,961.067404397568,758,138804,Epidemic intelligence subnational data
Croatia,Brodsko-Posavska Zupanija,HR024,2020-48,1098.67150802571,767,138804,Epidemic intelligence subnational data
Croatia,Brodsko-Posavska Zupanija,HR024,2020-49,1080.66049969742,733,138804,Epidemic intelligence subnational data
Croatia,Brodsko-Posavska Zupanija,HR024,2020-50,1118.84383735339,820,138804,Epidemic intelligence subnational data
Croatia,Brodsko-Posavska Zupanija,HR024,2020-51,981.239733725253,542,138804,Epidemic intelligence subnational data
Croatia,Brodsko-Posavska Zupanija,HR024,2020-52,626.062649491369,327,138804,Epidemic intelligence subnational data
Croatia,Brodsko-Posavska Zupanija,HR024,2020-53,463.243134203625,316,138804,Epidemic intelligence subnational data
Croatia,Brodsko-Posavska Zupanija,HR024,2021-01,421.457594881992,269,138804,Epidemic intelligence subnational data
Croatia,Brodsko-Posavska Zupanija,HR024,2021-02,335.004754906199,196,138804,Epidemic intelligence subnational data
Croatia,Brodsko-Posavska Zupanija,HR024,2021-03,263.681161926169,170,138804,Epidemic intelligence subnational data
Croatia,Brodsko-Posavska Zupanija,HR024,2021-04,220.454741938273,136,138804,Epidemic intelligence subnational data
Croatia,Brodsko-Posavska Zupanija,HR024,2021-05,180.110083282903,114,138804,Epidemic intelligence subnational data
Croatia,Brodsko-Posavska Zupanija,HR024,2021-06,143.36762629319,85,138804,Epidemic intelligence subnational data
Croatia,Brodsko-Posavska Zupanija,HR024,2021-07,157.776432955823,134,138804,Epidemic intelligence subnational data
Croatia,Brodsko-Posavska Zupanija,HR024,2021-08,208.927696608167,156,138804,Epidemic intelligence subnational data
Croatia,Brodsko-Posavska Zupanija,HR024,2021-09,208.927696608167,134,138804,Epidemic intelligence subnational data
Croatia,Brodsko-Posavska Zupanija,HR024,2021-10,178.669202616639,114,138804,Epidemic intelligence subnational data
Croatia,Brodsko-Posavska Zupanija,HR024,2021-11,203.164173943114,168,138804,Epidemic intelligence subnational data
Croatia,Brodsko-Posavska Zupanija,HR024,2021-12,264.401602259301,199,138804,Epidemic intelligence subnational data
Croatia,Brodsko-Posavska Zupanija,HR024,2021-13,356.617964900147,296,138804,Epidemic intelligence subnational data
Croatia,Brodsko-Posavska Zupanija,HR024,2021-14,448.113887207862,326,138804,Epidemic intelligence subnational data
Croatia,Brodsko-Posavska Zupanija,HR024,2021-15,584.277110169736,485,138804,Epidemic intelligence subnational data
Croatia,Brodsko-Posavska Zupanija,HR024,2021-16,749.978386790006,556,138804,Epidemic intelligence subnational data
Croatia,Brodsko-Posavska Zupanija,HR024,2021-17,778.075559782139,524,138804,Epidemic intelligence subnational data
Croatia,Brodsko-Posavska Zupanija,HR024,2021-18,623.901328491974,342,138804,Epidemic intelligence subnational data
Croatia,Brodsko-Posavska Zupanija,HR024,2021-19,381.833376559753,188,138804,Epidemic intelligence subnational data
Croatia,Brodsko-Posavska Zupanija,HR024,2021-20,216.132099939483,112,138804,Epidemic intelligence subnational data
Croatia,Brodsko-Posavska Zupanija,HR024,2021-21,109.506930636005,40,138804,Epidemic intelligence subnational data
Croatia,Brodsko-Posavska Zupanija,HR024,2021-22,59.076107316792,42,138804,Epidemic intelligence subnational data
Croatia,Brodsko-Posavska Zupanija,HR024,2021-23,51.8717039854759,30,138804,Epidemic intelligence subnational data
Croatia,Brodsko-Posavska Zupanija,HR024,2021-24,32.4198149909225,15,138804,Epidemic intelligence subnational data
Croatia,Brodsko-Posavska Zupanija,HR024,2021-25,18.0110083282903,10,138804,Epidemic intelligence subnational data
Croatia,Brodsko-Posavska Zupanija,HR024,2021-26,11.5270453301058,6,138804,Epidemic intelligence subnational data
Croatia,Brodsko-Posavska Zupanija,HR024,2021-27,6.48396299818449,3,138804,Epidemic intelligence subnational data
Croatia,Brodsko-Posavska Zupanija,HR024,2021-28,5.76352266505288,5,138804,Epidemic intelligence subnational data
Croatia,Brodsko-Posavska Zupanija,HR024,2021-29,8.64528399757932,7,138804,Epidemic intelligence subnational data
Croatia,Brodsko-Posavska Zupanija,HR024,2021-30,17.2905679951586,17,138804,Epidemic intelligence subnational data
Croatia,Brodsko-Posavska Zupanija,HR024,2021-31,18.7314486614219,9,138804,Epidemic intelligence subnational data
Croatia,Brodsko-Posavska Zupanija,HR024,2021-32,39.6242183222386,46,138804,Epidemic intelligence subnational data
Croatia,Brodsko-Posavska Zupanija,HR024,2021-33,100.141206305294,93,138804,Epidemic intelligence subnational data
Croatia,Brodsko-Posavska Zupanija,HR024,2021-34,146.249387625717,110,138804,Epidemic intelligence subnational data
Croatia,Brodsko-Posavska Zupanija,HR024,2021-35,204.605054609377,174,138804,Epidemic intelligence subnational data
Croatia,Brodsko-Posavska Zupanija,HR024,2021-36,290.337454252039,229,138804,Epidemic intelligence subnational data
Croatia,Brodsko-Posavska Zupanija,HR024,2021-37,350.134001901963,257,138804,Epidemic intelligence subnational data
Croatia,Brodsko-Posavska Zupanija,HR024,2021-38,358.779285899542,241,138804,Epidemic intelligence subnational data
Croatia,Brodsko-Posavska Zupanija,HR024,2021-39,407.769228552491,325,138804,Epidemic intelligence subnational data
Croatia,Brodsko-Posavska Zupanija,HR024,2021-40,461.802253537362,316,138804,Epidemic intelligence subnational data
Croatia,Brodsko-Posavska Zupanija,HR024,2021-41,474.049739200599,342,138804,Epidemic intelligence subnational data
Croatia,Brodsko-Posavska Zupanija,HR024,2021-42,570.588743840235,450,138804,Epidemic intelligence subnational data
Croatia,Brodsko-Posavska Zupanija,HR024,2021-43,760.064551453849,605,138804,Epidemic intelligence subnational data
Croatia,Brodsko-Posavska Zupanija,HR024,2021-44,974.755770727068,748,138804,Epidemic intelligence subnational data
Croatia,Brodsko-Posavska Zupanija,HR024,2021-45,1231.23252932192,961,138804,Epidemic intelligence subnational data
Croatia,Brodsko-Posavska Zupanija,HR024,2021-46,1350.10518428864,913,138804,Epidemic intelligence subnational data
Croatia,Brodsko-Posavska Zupanija,HR024,2021-47,1265.81366531224,844,138804,Epidemic intelligence subnational data
Croatia,Brodsko-Posavska Zupanija,HR024,2021-48,1106.59635169015,692,138804,Epidemic intelligence subnational data
Croatia,Brodsko-Posavska Zupanija,HR024,2021-49,866.689720757327,511,138804,Epidemic intelligence subnational data
Croatia,Brodsko-Posavska Zupanija,HR024,2021-50,676.493472810582,428,138804,Epidemic intelligence subnational data
Croatia,Brodsko-Posavska Zupanija,HR024,2021-51,555.459496844471,343,138804,Epidemic intelligence subnational data
Croatia,Brodsko-Posavska Zupanija,HR024,2021-52,664.245987147344,579,138804,Epidemic intelligence subnational data
Croatia,Brodsko-Posavska Zupanija,HR024,2022-01,1440.88066626322,1421,138804,Epidemic intelligence subnational data
Croatia,Brodsko-Posavska Zupanija,HR024,2022-02,2100.08357107864,1494,138804,Epidemic intelligence subnational data
Croatia,Brodsko-Posavska Zupanija,HR024,2022-03,2165.64364139362,1512,138804,Epidemic intelligence subnational data
Croatia,Brodsko-Posavska Zupanija,HR024,2022-04,2073.42727875277,1366,138804,Epidemic intelligence subnational data
Croatia,Brodsko-Posavska Zupanija,HR024,2022-05,1650.52880320452,925,138804,Epidemic intelligence subnational data
Croatia,Brodsko-Posavska Zupanija,HR024,2022-06,1126.04824068471,638,138804,Epidemic intelligence subnational data
Croatia,Osjecko-Baranjska Zupanija,HR025,2020-16,,12,275056,Epidemic intelligence subnational data
Croatia,Osjecko-Baranjska Zupanija,HR025,2020-17,6.9076842533884,7,275056,Epidemic intelligence subnational data
Croatia,Osjecko-Baranjska Zupanija,HR025,2020-18,5.81699726601129,9,275056,Epidemic intelligence subnational data
Croatia,Osjecko-Baranjska Zupanija,HR025,2020-19,5.08987260775987,5,275056,Epidemic intelligence subnational data
Croatia,Osjecko-Baranjska Zupanija,HR025,2020-20,1.81781164562853,0,275056,Epidemic intelligence subnational data
Croatia,Osjecko-Baranjska Zupanija,HR025,2020-21,0.727124658251411,2,275056,Epidemic intelligence subnational data
Croatia,Osjecko-Baranjska Zupanija,HR025,2020-22,0.727124658251411,0,275056,Epidemic intelligence subnational data
Croatia,Osjecko-Baranjska Zupanija,HR025,2020-23,0,0,275056,Epidemic intelligence subnational data
Croatia,Osjecko-Baranjska Zupanija,HR025,2020-24,0.363562329125705,1,275056,Epidemic intelligence subnational data
Croatia,Osjecko-Baranjska Zupanija,HR025,2020-25,9.81618288639404,26,275056,Epidemic intelligence subnational data
Croatia,Osjecko-Baranjska Zupanija,HR025,2020-26,58.1699726601129,134,275056,Epidemic intelligence subnational data
Croatia,Osjecko-Baranjska Zupanija,HR025,2020-27,78.1659007620266,81,275056,Epidemic intelligence subnational data
Croatia,Osjecko-Baranjska Zupanija,HR025,2020-28,67.6225932173812,105,275056,Epidemic intelligence subnational data
Croatia,Osjecko-Baranjska Zupanija,HR025,2020-29,52.7165377232273,40,275056,Epidemic intelligence subnational data
Croatia,Osjecko-Baranjska Zupanija,HR025,2020-30,30.902797975685,45,275056,Epidemic intelligence subnational data
Croatia,Osjecko-Baranjska Zupanija,HR025,2020-31,29.4485486591821,36,275056,Epidemic intelligence subnational data
Croatia,Osjecko-Baranjska Zupanija,HR025,2020-32,24.722238380548,32,275056,Epidemic intelligence subnational data
Croatia,Osjecko-Baranjska Zupanija,HR025,2020-33,34.1748589378163,62,275056,Epidemic intelligence subnational data
Croatia,Osjecko-Baranjska Zupanija,HR025,2020-34,47.9902274445931,70,275056,Epidemic intelligence subnational data
Croatia,Osjecko-Baranjska Zupanija,HR025,2020-35,42.1732301785818,46,275056,Epidemic intelligence subnational data
Croatia,Osjecko-Baranjska Zupanija,HR025,2020-36,32.7206096213135,44,275056,Epidemic intelligence subnational data
Croatia,Osjecko-Baranjska Zupanija,HR025,2020-37,39.9918562038276,66,275056,Epidemic intelligence subnational data
Croatia,Osjecko-Baranjska Zupanija,HR025,2020-38,42.1732301785818,50,275056,Epidemic intelligence subnational data
Croatia,Osjecko-Baranjska Zupanija,HR025,2020-39,37.8104822290734,54,275056,Epidemic intelligence subnational data
Croatia,Osjecko-Baranjska Zupanija,HR025,2020-40,53.8072247106044,94,275056,Epidemic intelligence subnational data
Croatia,Osjecko-Baranjska Zupanija,HR025,2020-41,109.795823395963,208,275056,Epidemic intelligence subnational data
Croatia,Osjecko-Baranjska Zupanija,HR025,2020-42,257.402129020999,500,275056,Epidemic intelligence subnational data
Croatia,Osjecko-Baranjska Zupanija,HR025,2020-43,506.805886801233,894,275056,Epidemic intelligence subnational data
Croatia,Osjecko-Baranjska Zupanija,HR025,2020-44,670.772497236926,951,275056,Epidemic intelligence subnational data
Croatia,Osjecko-Baranjska Zupanija,HR025,2020-45,725.670408934908,1045,275056,Epidemic intelligence subnational data
Croatia,Osjecko-Baranjska Zupanija,HR025,2020-46,754.028270606713,1029,275056,Epidemic intelligence subnational data
Croatia,Osjecko-Baranjska Zupanija,HR025,2020-47,967.439357803502,1632,275056,Epidemic intelligence subnational data
Croatia,Osjecko-Baranjska Zupanija,HR025,2020-48,1127.40678261881,1469,275056,Epidemic intelligence subnational data
Croatia,Osjecko-Baranjska Zupanija,HR025,2020-49,1059.78418940143,1446,275056,Epidemic intelligence subnational data
Croatia,Osjecko-Baranjska Zupanija,HR025,2020-50,1124.86184631493,1648,275056,Epidemic intelligence subnational data
Croatia,Osjecko-Baranjska Zupanija,HR025,2020-51,1085.59711476936,1338,275056,Epidemic intelligence subnational data
Croatia,Osjecko-Baranjska Zupanija,HR025,2020-52,763.844453493107,763,275056,Epidemic intelligence subnational data
Croatia,Osjecko-Baranjska Zupanija,HR025,2020-53,430.094235355709,420,275056,Epidemic intelligence subnational data
Croatia,Osjecko-Baranjska Zupanija,HR025,2021-01,296.30329823745,395,275056,Epidemic intelligence subnational data
Croatia,Osjecko-Baranjska Zupanija,HR025,2021-02,245.041009830725,279,275056,Epidemic intelligence subnational data
Croatia,Osjecko-Baranjska Zupanija,HR025,2021-03,168.329358385202,184,275056,Epidemic intelligence subnational data
Croatia,Osjecko-Baranjska Zupanija,HR025,2021-04,119.612006282357,145,275056,Epidemic intelligence subnational data
Croatia,Osjecko-Baranjska Zupanija,HR025,2021-05,93.4355185853063,112,275056,Epidemic intelligence subnational data
Croatia,Osjecko-Baranjska Zupanija,HR025,2021-06,82.5286487115351,115,275056,Epidemic intelligence subnational data
Croatia,Osjecko-Baranjska Zupanija,HR025,2021-07,79.9837124076552,105,275056,Epidemic intelligence subnational data
Croatia,Osjecko-Baranjska Zupanija,HR025,2021-08,90.5270199523006,144,275056,Epidemic intelligence subnational data
Croatia,Osjecko-Baranjska Zupanija,HR025,2021-09,123.974754231866,197,275056,Epidemic intelligence subnational data
Croatia,Osjecko-Baranjska Zupanija,HR025,2021-10,119.248443953231,131,275056,Epidemic intelligence subnational data
Croatia,Osjecko-Baranjska Zupanija,HR025,2021-11,103.978826129952,155,275056,Epidemic intelligence subnational data
Croatia,Osjecko-Baranjska Zupanija,HR025,2021-12,169.420045372579,311,275056,Epidemic intelligence subnational data
Croatia,Osjecko-Baranjska Zupanija,HR025,2021-13,262.492001628759,411,275056,Epidemic intelligence subnational data
Croatia,Osjecko-Baranjska Zupanija,HR025,2021-14,322.843348263626,477,275056,Epidemic intelligence subnational data
Croatia,Osjecko-Baranjska Zupanija,HR025,2021-15,419.187365481938,676,275056,Epidemic intelligence subnational data
Croatia,Osjecko-Baranjska Zupanija,HR025,2021-16,516.258507358502,744,275056,Epidemic intelligence subnational data
Croatia,Osjecko-Baranjska Zupanija,HR025,2021-17,499.534640218719,630,275056,Epidemic intelligence subnational data
Croatia,Osjecko-Baranjska Zupanija,HR025,2021-18,427.185736722704,545,275056,Epidemic intelligence subnational data
Croatia,Osjecko-Baranjska Zupanija,HR025,2021-19,358.10889418882,440,275056,Epidemic intelligence subnational data
Croatia,Osjecko-Baranjska Zupanija,HR025,2021-20,246.495259147228,238,275056,Epidemic intelligence subnational data
Croatia,Osjecko-Baranjska Zupanija,HR025,2021-21,122.884067244488,100,275056,Epidemic intelligence subnational data
Croatia,Osjecko-Baranjska Zupanija,HR025,2021-22,56.71572334361,56,275056,Epidemic intelligence subnational data
Croatia,Osjecko-Baranjska Zupanija,HR025,2021-23,35.6291082543191,42,275056,Epidemic intelligence subnational data
Croatia,Osjecko-Baranjska Zupanija,HR025,2021-24,25.0858007096737,27,275056,Epidemic intelligence subnational data
Croatia,Osjecko-Baranjska Zupanija,HR025,2021-25,15.6331801524053,16,275056,Epidemic intelligence subnational data
Croatia,Osjecko-Baranjska Zupanija,HR025,2021-26,13.0882438485254,20,275056,Epidemic intelligence subnational data
Croatia,Osjecko-Baranjska Zupanija,HR025,2021-27,19.2688034436624,33,275056,Epidemic intelligence subnational data
Croatia,Osjecko-Baranjska Zupanija,HR025,2021-28,21.0866150892909,25,275056,Epidemic intelligence subnational data
Croatia,Osjecko-Baranjska Zupanija,HR025,2021-29,17.4509917980339,23,275056,Epidemic intelligence subnational data
Croatia,Osjecko-Baranjska Zupanija,HR025,2021-30,16.7238671397825,23,275056,Epidemic intelligence subnational data
Croatia,Osjecko-Baranjska Zupanija,HR025,2021-31,20.3594904310395,33,275056,Epidemic intelligence subnational data
Croatia,Osjecko-Baranjska Zupanija,HR025,2021-32,34.538421266942,62,275056,Epidemic intelligence subnational data
Croatia,Osjecko-Baranjska Zupanija,HR025,2021-33,65.8047815717527,119,275056,Epidemic intelligence subnational data
Croatia,Osjecko-Baranjska Zupanija,HR025,2021-34,118.52131929498,207,275056,Epidemic intelligence subnational data
Croatia,Osjecko-Baranjska Zupanija,HR025,2021-35,161.421674131813,237,275056,Epidemic intelligence subnational data
Croatia,Osjecko-Baranjska Zupanija,HR025,2021-36,193.415159094875,295,275056,Epidemic intelligence subnational data
Croatia,Osjecko-Baranjska Zupanija,HR025,2021-37,256.675004362748,411,275056,Epidemic intelligence subnational data
Croatia,Osjecko-Baranjska Zupanija,HR025,2021-38,292.667674946193,394,275056,Epidemic intelligence subnational data
Croatia,Osjecko-Baranjska Zupanija,HR025,2021-39,324.297597580129,498,275056,Epidemic intelligence subnational data
Croatia,Osjecko-Baranjska Zupanija,HR025,2021-40,365.380140771334,507,275056,Epidemic intelligence subnational data
Croatia,Osjecko-Baranjska Zupanija,HR025,2021-41,387.193880518876,558,275056,Epidemic intelligence subnational data
Croatia,Osjecko-Baranjska Zupanija,HR025,2021-42,512.98644639637,853,275056,Epidemic intelligence subnational data
Croatia,Osjecko-Baranjska Zupanija,HR025,2021-43,826.013611773603,1419,275056,Epidemic intelligence subnational data
Croatia,Osjecko-Baranjska Zupanija,HR025,2021-44,1096.50398464313,1597,275056,Epidemic intelligence subnational data
Croatia,Osjecko-Baranjska Zupanija,HR025,2021-45,1299.37176429527,1977,275056,Epidemic intelligence subnational data
Croatia,Osjecko-Baranjska Zupanija,HR025,2021-46,1368.81216915828,1788,275056,Epidemic intelligence subnational data
Croatia,Osjecko-Baranjska Zupanija,HR025,2021-47,1311.36932115642,1819,275056,Epidemic intelligence subnational data
Croatia,Osjecko-Baranjska Zupanija,HR025,2021-48,1207.39049502647,1502,275056,Epidemic intelligence subnational data
Croatia,Osjecko-Baranjska Zupanija,HR025,2021-49,1031.0627654005,1334,275056,Epidemic intelligence subnational data
Croatia,Osjecko-Baranjska Zupanija,HR025,2021-50,945.989180385085,1268,275056,Epidemic intelligence subnational data
Croatia,Osjecko-Baranjska Zupanija,HR025,2021-51,795.837938456169,921,275056,Epidemic intelligence subnational data
Croatia,Osjecko-Baranjska Zupanija,HR025,2021-52,723.489034960154,1069,275056,Epidemic intelligence subnational data
Croatia,Osjecko-Baranjska Zupanija,HR025,2022-01,1009.97615031121,1709,275056,Epidemic intelligence subnational data
Croatia,Osjecko-Baranjska Zupanija,HR025,2022-02,1550.95689605026,2557,275056,Epidemic intelligence subnational data
Croatia,Osjecko-Baranjska Zupanija,HR025,2022-03,2002.50130882439,2951,275056,Epidemic intelligence subnational data
Croatia,Osjecko-Baranjska Zupanija,HR025,2022-04,1969.05357454482,2465,275056,Epidemic intelligence subnational data
Croatia,Osjecko-Baranjska Zupanija,HR025,2022-05,1570.58926182305,1855,275056,Epidemic intelligence subnational data
Croatia,Osjecko-Baranjska Zupanija,HR025,2022-06,1252.83578616718,1591,275056,Epidemic intelligence subnational data
Croatia,Vukovarsko-Srijemska Zupanija,HR026,2020-16,,3,152494,Epidemic intelligence subnational data
Croatia,Vukovarsko-Srijemska Zupanija,HR026,2020-17,2.62305402179758,1,152494,Epidemic intelligence subnational data
Croatia,Vukovarsko-Srijemska Zupanija,HR026,2020-18,0.655763505449395,0,152494,Epidemic intelligence subnational data
Croatia,Vukovarsko-Srijemska Zupanija,HR026,2020-19,0,0,152494,Epidemic intelligence subnational data
Croatia,Vukovarsko-Srijemska Zupanija,HR026,2020-20,0,0,152494,Epidemic intelligence subnational data
Croatia,Vukovarsko-Srijemska Zupanija,HR026,2020-21,0.655763505449395,1,152494,Epidemic intelligence subnational data
Croatia,Vukovarsko-Srijemska Zupanija,HR026,2020-22,0.655763505449395,0,152494,Epidemic intelligence subnational data
Croatia,Vukovarsko-Srijemska Zupanija,HR026,2020-23,0,0,152494,Epidemic intelligence subnational data
Croatia,Vukovarsko-Srijemska Zupanija,HR026,2020-24,0,0,152494,Epidemic intelligence subnational data
Croatia,Vukovarsko-Srijemska Zupanija,HR026,2020-25,0.655763505449395,1,152494,Epidemic intelligence subnational data
Croatia,Vukovarsko-Srijemska Zupanija,HR026,2020-26,9.18068907629153,13,152494,Epidemic intelligence subnational data
Croatia,Vukovarsko-Srijemska Zupanija,HR026,2020-27,28.8535942397734,31,152494,Epidemic intelligence subnational data
Croatia,Vukovarsko-Srijemska Zupanija,HR026,2020-28,57.0514249740973,56,152494,Epidemic intelligence subnational data
