country,region_name,nuts_code,year_week,rate_14_day_per_100k,weekly_count,population,source
Austria,Burgenland,AT11,2020-13,,113,294436,Epidemic intelligence subnational data
Austria,Burgenland,AT11,2020-14,57.7375049246695,57,294436,Epidemic intelligence subnational data
Austria,Burgenland,AT11,2020-15,32.265076281433,38,294436,Epidemic intelligence subnational data
Austria,Burgenland,AT11,2020-16,23.7742667336875,32,294436,Epidemic intelligence subnational data
Austria,Burgenland,AT11,2020-17,15.6230895678518,14,294436,Epidemic intelligence subnational data
Austria,Burgenland,AT11,2020-18,8.1511771658357,10,294436,Epidemic intelligence subnational data
Austria,Burgenland,AT11,2020-19,4.07558858291785,2,294436,Epidemic intelligence subnational data
Austria,Burgenland,AT11,2020-20,2.03779429145893,4,294436,Epidemic intelligence subnational data
Austria,Burgenland,AT11,2020-21,2.37742667336875,3,294436,Epidemic intelligence subnational data
Austria,Burgenland,AT11,2020-22,1.6981619095491,2,294436,Epidemic intelligence subnational data
Austria,Burgenland,AT11,2020-23,0.679264763819642,0,294436,Epidemic intelligence subnational data
Austria,Burgenland,AT11,2020-24,0,0,294436,Epidemic intelligence subnational data
Austria,Burgenland,AT11,2020-25,1.35852952763928,4,294436,Epidemic intelligence subnational data
Austria,Burgenland,AT11,2020-26,3.73595620100803,7,294436,Epidemic intelligence subnational data
Austria,Burgenland,AT11,2020-27,6.11338287437677,11,294436,Epidemic intelligence subnational data
Austria,Burgenland,AT11,2020-28,6.4530152562866,8,294436,Epidemic intelligence subnational data
Austria,Burgenland,AT11,2020-29,8.49080954774552,17,294436,Epidemic intelligence subnational data
Austria,Burgenland,AT11,2020-30,11.2078686030241,16,294436,Epidemic intelligence subnational data
Austria,Burgenland,AT11,2020-31,11.8871333668437,19,294436,Epidemic intelligence subnational data
Austria,Burgenland,AT11,2020-32,9.17007431156516,8,294436,Epidemic intelligence subnational data
Austria,Burgenland,AT11,2020-33,6.4530152562866,11,294436,Epidemic intelligence subnational data
Austria,Burgenland,AT11,2020-34,12.9060305125732,27,294436,Epidemic intelligence subnational data
Austria,Burgenland,AT11,2020-35,21.3968400603187,36,294436,Epidemic intelligence subnational data
Austria,Burgenland,AT11,2020-36,28.529120080425,48,294436,Epidemic intelligence subnational data
Austria,Burgenland,AT11,2020-37,34.9821353367115,55,294436,Epidemic intelligence subnational data
Austria,Burgenland,AT11,2020-38,45.1711067940062,78,294436,Epidemic intelligence subnational data
Austria,Burgenland,AT11,2020-39,64.1905201809561,111,294436,Epidemic intelligence subnational data
Austria,Burgenland,AT11,2020-40,82.1910364221766,131,294436,Epidemic intelligence subnational data
Austria,Burgenland,AT11,2020-41,109.361626974962,191,294436,Epidemic intelligence subnational data
Austria,Burgenland,AT11,2020-42,147.740086130772,244,294436,Epidemic intelligence subnational data
Austria,Burgenland,AT11,2020-43,230.610387316768,435,294436,Epidemic intelligence subnational data
Austria,Burgenland,AT11,2020-44,514.882690975288,1081,294436,Epidemic intelligence subnational data
Austria,Burgenland,AT11,2020-45,854.854705267019,1436,294436,Epidemic intelligence subnational data
Austria,Burgenland,AT11,2020-46,948.25361029222,1356,294436,Epidemic intelligence subnational data
Austria,Burgenland,AT11,2020-47,823.608526131316,1069,294436,Epidemic intelligence subnational data
Austria,Burgenland,AT11,2020-48,614.055346492956,739,294436,Epidemic intelligence subnational data
Austria,Burgenland,AT11,2020-49,465.635995598364,632,294436,Epidemic intelligence subnational data
Austria,Burgenland,AT11,2020-50,357.632898151041,421,294436,Epidemic intelligence subnational data
Austria,Burgenland,AT11,2020-51,265.59252265348,361,294436,Epidemic intelligence subnational data
Austria,Burgenland,AT11,2020-52,232.648181608227,324,294436,Epidemic intelligence subnational data
Austria,Burgenland,AT11,2020-53,254.384654050456,425,294436,Epidemic intelligence subnational data
Austria,Burgenland,AT11,2021-01,283.5930388947,410,294436,Epidemic intelligence subnational data
Austria,Burgenland,AT11,2021-02,252.007227377087,332,294436,Epidemic intelligence subnational data
Austria,Burgenland,AT11,2021-03,217.704356804195,309,294436,Epidemic intelligence subnational data
Austria,Burgenland,AT11,2021-04,196.307516743876,269,294436,Epidemic intelligence subnational data
Austria,Burgenland,AT11,2021-05,187.816707196131,284,294436,Epidemic intelligence subnational data
Austria,Burgenland,AT11,2021-06,206.496488201171,324,294436,Epidemic intelligence subnational data
Austria,Burgenland,AT11,2021-07,252.007227377087,418,294436,Epidemic intelligence subnational data
Austria,Burgenland,AT11,2021-08,320.952600904781,527,294436,Epidemic intelligence subnational data
Austria,Burgenland,AT11,2021-09,394.992460161122,636,294436,Epidemic intelligence subnational data
Austria,Burgenland,AT11,2021-10,466.654892744094,738,294436,Epidemic intelligence subnational data
Austria,Burgenland,AT11,2021-11,495.863277588338,722,294436,Epidemic intelligence subnational data
Austria,Burgenland,AT11,2021-12,537.298428181337,860,294436,Epidemic intelligence subnational data
Austria,Burgenland,AT11,2021-13,513.184529065739,651,294436,Epidemic intelligence subnational data
Austria,Burgenland,AT11,2021-14,404.502166854597,540,294436,Epidemic intelligence subnational data
Austria,Burgenland,AT11,2021-15,307.367305628388,365,294436,Epidemic intelligence subnational data
Austria,Burgenland,AT11,2021-16,236.044505427326,330,294436,Epidemic intelligence subnational data
Austria,Burgenland,AT11,2021-17,195.967884361967,247,294436,Epidemic intelligence subnational data
Austria,Burgenland,AT11,2021-18,135.513320382018,152,294436,Epidemic intelligence subnational data
Austria,Burgenland,AT11,2021-19,83.5495659498159,94,294436,Epidemic intelligence subnational data
Austria,Burgenland,AT11,2021-20,60.1149315980383,83,294436,Epidemic intelligence subnational data
Austria,Burgenland,AT11,2021-21,49.9259601407437,64,294436,Epidemic intelligence subnational data
Austria,Burgenland,AT11,2021-22,31.9254438995232,30,294436,Epidemic intelligence subnational data
Austria,Burgenland,AT11,2021-23,21.0572076784089,32,294436,Epidemic intelligence subnational data
Austria,Burgenland,AT11,2021-24,22.4157372060482,34,294436,Epidemic intelligence subnational data
Austria,Burgenland,AT11,2021-25,22.4157372060482,32,294436,Epidemic intelligence subnational data
Austria,Burgenland,AT11,2021-26,20.0383105326794,27,294436,Epidemic intelligence subnational data
Austria,Burgenland,AT11,2021-27,17.3212514774009,24,294436,Epidemic intelligence subnational data
Austria,Burgenland,AT11,2021-28,16.3023543316714,24,294436,Epidemic intelligence subnational data
Austria,Burgenland,AT11,2021-29,20.7175752964991,37,294436,Epidemic intelligence subnational data
Austria,Burgenland,AT11,2021-30,33.6236058090723,62,294436,Epidemic intelligence subnational data
Austria,Burgenland,AT11,2021-31,37.6991943919901,49,294436,Epidemic intelligence subnational data
Austria,Burgenland,AT11,2021-32,55.020445869391,113,294436,Epidemic intelligence subnational data
Austria,Burgenland,AT11,2021-33,92.3800078794713,159,294436,Epidemic intelligence subnational data
Austria,Burgenland,AT11,2021-34,120.569495577986,196,294436,Epidemic intelligence subnational data
Austria,Burgenland,AT11,2021-35,163.363175698624,285,294436,Epidemic intelligence subnational data
Austria,Burgenland,AT11,2021-36,193.250825306688,284,294436,Epidemic intelligence subnational data
Austria,Burgenland,AT11,2021-37,196.307516743876,294,294436,Epidemic intelligence subnational data
Austria,Burgenland,AT11,2021-38,162.004646170985,183,294436,Epidemic intelligence subnational data
Austria,Burgenland,AT11,2021-39,144.004129929764,241,294436,Epidemic intelligence subnational data
Austria,Burgenland,AT11,2021-40,178.986265266476,286,294436,Epidemic intelligence subnational data
Austria,Burgenland,AT11,2021-41,190.873398633319,276,294436,Epidemic intelligence subnational data
Austria,Burgenland,AT11,2021-42,255.063918814275,475,294436,Epidemic intelligence subnational data
Austria,Burgenland,AT11,2021-43,419.106359276719,759,294436,Epidemic intelligence subnational data
Austria,Burgenland,AT11,2021-44,779.795948864949,1537,294436,Epidemic intelligence subnational data
Austria,Burgenland,AT11,2021-45,1134.3721555788,1803,294436,Epidemic intelligence subnational data
Austria,Burgenland,AT11,2021-46,1368.71849909658,2227,294436,Epidemic intelligence subnational data
Austria,Burgenland,AT11,2021-47,1372.45445529759,1814,294436,Epidemic intelligence subnational data
Austria,Burgenland,AT11,2021-48,1014.48192476464,1173,294436,Epidemic intelligence subnational data
Austria,Burgenland,AT11,2021-49,592.658506432637,572,294436,Epidemic intelligence subnational data
Austria,Burgenland,AT11,2021-50,326.726351397248,390,294436,Epidemic intelligence subnational data
Austria,Burgenland,AT11,2021-51,261.177301688652,379,294436,Epidemic intelligence subnational data
Austria,Burgenland,AT11,2021-52,311.442894211306,538,294436,Epidemic intelligence subnational data
Austria,Burgenland,AT11,2022-01,523.373500523034,1003,294436,Epidemic intelligence subnational data
Austria,Burgenland,AT11,2022-02,1090.21994593053,2207,294436,Epidemic intelligence subnational data
Austria,Burgenland,AT11,2022-03,2198.10077572036,4265,294436,Epidemic intelligence subnational data
Austria,Burgenland,AT11,2022-04,3568.17780434458,6241,294436,Epidemic intelligence subnational data
Austria,Burgenland,AT11,2022-05,4447.4860411091,6854,294436,Epidemic intelligence subnational data
Austria,Burgenland,AT11,2022-06,4346.27559129998,5943,294436,Epidemic intelligence subnational data
Austria,Niederosterreich,AT12,2020-13,,942,1684287,Epidemic intelligence subnational data
Austria,Niederosterreich,AT12,2020-14,85.555490246021,499,1684287,Epidemic intelligence subnational data
Austria,Niederosterreich,AT12,2020-15,53.3163291054316,399,1684287,Epidemic intelligence subnational data
Austria,Niederosterreich,AT12,2020-16,30.8735981456842,121,1684287,Epidemic intelligence subnational data
Austria,Niederosterreich,AT12,2020-17,11.9932054335158,81,1684287,Epidemic intelligence subnational data
Austria,Niederosterreich,AT12,2020-18,7.83714414467368,51,1684287,Epidemic intelligence subnational data
Austria,Niederosterreich,AT12,2020-19,6.35283654151579,56,1684287,Epidemic intelligence subnational data
Austria,Niederosterreich,AT12,2020-20,6.7684426704,58,1684287,Epidemic intelligence subnational data
Austria,Niederosterreich,AT12,2020-21,6.47158114976842,51,1684287,Epidemic intelligence subnational data
Austria,Niederosterreich,AT12,2020-22,4.39355050534737,23,1684287,Epidemic intelligence subnational data
Austria,Niederosterreich,AT12,2020-23,2.61238138155789,21,1684287,Epidemic intelligence subnational data
Austria,Niederosterreich,AT12,2020-24,3.26547672694737,34,1684287,Epidemic intelligence subnational data
Austria,Niederosterreich,AT12,2020-25,4.33417820122105,39,1684287,Epidemic intelligence subnational data
Austria,Niederosterreich,AT12,2020-26,4.86852893835789,43,1684287,Epidemic intelligence subnational data
Austria,Niederosterreich,AT12,2020-27,4.39355050534737,31,1684287,Epidemic intelligence subnational data
Austria,Niederosterreich,AT12,2020-28,4.27480589709474,41,1684287,Epidemic intelligence subnational data
Austria,Niederosterreich,AT12,2020-29,9.49956866021052,119,1684287,Epidemic intelligence subnational data
Austria,Niederosterreich,AT12,2020-30,13.8337468614316,114,1684287,Epidemic intelligence subnational data
Austria,Niederosterreich,AT12,2020-31,12.8244176912842,102,1684287,Epidemic intelligence subnational data
Austria,Niederosterreich,AT12,2020-32,10.9245039592421,82,1684287,Epidemic intelligence subnational data
Austria,Niederosterreich,AT12,2020-33,13.7150022531789,149,1684287,Epidemic intelligence subnational data
Austria,Niederosterreich,AT12,2020-34,19.8303495781895,185,1684287,Epidemic intelligence subnational data
Austria,Niederosterreich,AT12,2020-35,24.0457831711579,220,1684287,Epidemic intelligence subnational data
Austria,Niederosterreich,AT12,2020-36,29.9830135837895,285,1684287,Epidemic intelligence subnational data
Austria,Niederosterreich,AT12,2020-37,49.6352462496,551,1684287,Epidemic intelligence subnational data
Austria,Niederosterreich,AT12,2020-38,84.0118103387368,864,1684287,Epidemic intelligence subnational data
Austria,Niederosterreich,AT12,2020-39,99.7454709322105,816,1684287,Epidemic intelligence subnational data
Austria,Niederosterreich,AT12,2020-40,100.339193973474,874,1684287,Epidemic intelligence subnational data
Austria,Niederosterreich,AT12,2020-41,120.882011201179,1162,1684287,Epidemic intelligence subnational data
Austria,Niederosterreich,AT12,2020-42,150.746280176716,1377,1684287,Epidemic intelligence subnational data
Austria,Niederosterreich,AT12,2020-43,237.964194938274,2631,1684287,Epidemic intelligence subnational data
Austria,Niederosterreich,AT12,2020-44,434.902127725263,4694,1684287,Epidemic intelligence subnational data
Austria,Niederosterreich,AT12,2020-45,664.851061606484,6504,1684287,Epidemic intelligence subnational data
Austria,Niederosterreich,AT12,2020-46,783.120691426105,6686,1684287,Epidemic intelligence subnational data
Austria,Niederosterreich,AT12,2020-47,745.953629043031,5878,1684287,Epidemic intelligence subnational data
Austria,Niederosterreich,AT12,2020-48,623.17170410981,4618,1684287,Epidemic intelligence subnational data
Austria,Niederosterreich,AT12,2020-49,499.796056135326,3800,1684287,Epidemic intelligence subnational data
Austria,Niederosterreich,AT12,2020-50,406.759655569389,3051,1684287,Epidemic intelligence subnational data
Austria,Niederosterreich,AT12,2020-51,334.206699927031,2578,1684287,Epidemic intelligence subnational data
Austria,Niederosterreich,AT12,2020-52,287.658813492,2267,1684287,Epidemic intelligence subnational data
Austria,Niederosterreich,AT12,2020-53,286.827601234232,2564,1684287,Epidemic intelligence subnational data
Austria,Niederosterreich,AT12,2021-01,302.264400307074,2527,1684287,Epidemic intelligence subnational data
Austria,Niederosterreich,AT12,2021-02,270.322100687116,2026,1684287,Epidemic intelligence subnational data
Austria,Niederosterreich,AT12,2021-03,230.60202922661,1858,1684287,Epidemic intelligence subnational data
Austria,Niederosterreich,AT12,2021-04,211.543519602063,1705,1684287,Epidemic intelligence subnational data
Austria,Niederosterreich,AT12,2021-05,210.890424256674,1847,1684287,Epidemic intelligence subnational data
Austria,Niederosterreich,AT12,2021-06,226.030361808884,1960,1684287,Epidemic intelligence subnational data
Austria,Niederosterreich,AT12,2021-07,274.893768104842,2670,1684287,Epidemic intelligence subnational data
Austria,Niederosterreich,AT12,2021-08,355.936963237263,3325,1684287,Epidemic intelligence subnational data
Austria,Niederosterreich,AT12,2021-09,412.578141373768,3624,1684287,Epidemic intelligence subnational data
Austria,Niederosterreich,AT12,2021-10,443.511111823579,3846,1684287,Epidemic intelligence subnational data
Austria,Niederosterreich,AT12,2021-11,506.208264980968,4680,1684287,Epidemic intelligence subnational data
Austria,Niederosterreich,AT12,2021-12,555.071671276926,4669,1684287,Epidemic intelligence subnational data
Austria,Niederosterreich,AT12,2021-13,552.399917591242,4635,1684287,Epidemic intelligence subnational data
Austria,Niederosterreich,AT12,2021-14,465.24137513381,3201,1684287,Epidemic intelligence subnational data
Austria,Niederosterreich,AT12,2021-15,349.584126695747,2687,1684287,Epidemic intelligence subnational data
Austria,Niederosterreich,AT12,2021-16,279.227946306063,2016,1684287,Epidemic intelligence subnational data
Austria,Niederosterreich,AT12,2021-17,218.965057617853,1672,1684287,Epidemic intelligence subnational data
Austria,Niederosterreich,AT12,2021-18,166.658057682568,1135,1684287,Epidemic intelligence subnational data
Austria,Niederosterreich,AT12,2021-19,113.519845489516,777,1684287,Epidemic intelligence subnational data
Austria,Niederosterreich,AT12,2021-20,83.4180872974737,628,1684287,Epidemic intelligence subnational data
Austria,Niederosterreich,AT12,2021-21,71.8404879928421,582,1684287,Epidemic intelligence subnational data
Austria,Niederosterreich,AT12,2021-22,58.1848580437895,398,1684287,Epidemic intelligence subnational data
Austria,Niederosterreich,AT12,2021-23,41.0262621512842,293,1684287,Epidemic intelligence subnational data
Austria,Niederosterreich,AT12,2021-24,27.0737706816,163,1684287,Epidemic intelligence subnational data
Austria,Niederosterreich,AT12,2021-25,16.3867559388632,113,1684287,Epidemic intelligence subnational data
Austria,Niederosterreich,AT12,2021-26,12.9431622995368,105,1684287,Epidemic intelligence subnational data
Austria,Niederosterreich,AT12,2021-27,14.2493529903158,135,1684287,Epidemic intelligence subnational data
Austria,Niederosterreich,AT12,2021-28,24.0457831711579,270,1684287,Epidemic intelligence subnational data
Austria,Niederosterreich,AT12,2021-29,32.4766503570947,277,1684287,Epidemic intelligence subnational data
Austria,Niederosterreich,AT12,2021-30,43.4605266204631,455,1684287,Epidemic intelligence subnational data
Austria,Niederosterreich,AT12,2021-31,56.3443166158737,494,1684287,Epidemic intelligence subnational data
Austria,Niederosterreich,AT12,2021-32,79.7963767457684,850,1684287,Epidemic intelligence subnational data
Austria,Niederosterreich,AT12,2021-33,120.110171247537,1173,1684287,Epidemic intelligence subnational data
Austria,Niederosterreich,AT12,2021-34,148.015154186905,1320,1684287,Epidemic intelligence subnational data
Austria,Niederosterreich,AT12,2021-35,177.345072425305,1667,1684287,Epidemic intelligence subnational data
Austria,Niederosterreich,AT12,2021-36,252.391664840968,2584,1684287,Epidemic intelligence subnational data
Austria,Niederosterreich,AT12,2021-37,293.180437775747,2354,1684287,Epidemic intelligence subnational data
Austria,Niederosterreich,AT12,2021-38,255.835258480295,1955,1684287,Epidemic intelligence subnational data
Austria,Niederosterreich,AT12,2021-39,227.039690979032,1869,1684287,Epidemic intelligence subnational data
Austria,Niederosterreich,AT12,2021-40,234.995579731958,2089,1684287,Epidemic intelligence subnational data
Austria,Niederosterreich,AT12,2021-41,310.339033668253,3138,1684287,Epidemic intelligence subnational data
Austria,Niederosterreich,AT12,2021-42,471.297350154695,4800,1684287,Epidemic intelligence subnational data
Austria,Niederosterreich,AT12,2021-43,699.346370303873,6979,1684287,Epidemic intelligence subnational data
Austria,Niederosterreich,AT12,2021-44,1060.15186247949,10877,1684287,Epidemic intelligence subnational data
Austria,Niederosterreich,AT12,2021-45,1523.01834544825,14775,1684287,Epidemic intelligence subnational data
Austria,Niederosterreich,AT12,2021-46,1850.81283652964,16398,1684287,Epidemic intelligence subnational data
Austria,Niederosterreich,AT12,2021-47,1737.17424643187,12861,1684287,Epidemic intelligence subnational data
Austria,Niederosterreich,AT12,2021-48,1252.51812784876,8235,1684287,Epidemic intelligence subnational data
Austria,Niederosterreich,AT12,2021-49,776.767854884589,4848,1684287,Epidemic intelligence subnational data
Austria,Niederosterreich,AT12,2021-50,473.494125407368,3127,1684287,Epidemic intelligence subnational data
Austria,Niederosterreich,AT12,2021-51,327.675746473137,2392,1684287,Epidemic intelligence subnational data
Austria,Niederosterreich,AT12,2021-52,344.240619324379,3406,1684287,Epidemic intelligence subnational data
Austria,Niederosterreich,AT12,2022-01,708.845938964084,8533,1684287,Epidemic intelligence subnational data
Austria,Niederosterreich,AT12,2022-02,1475.87673597196,16325,1684287,Epidemic intelligence subnational data
Austria,Niederosterreich,AT12,2022-03,2500.9395667128,25798,1684287,Epidemic intelligence subnational data
Austria,Niederosterreich,AT12,2022-04,3615.59520438025,35099,1684287,Epidemic intelligence subnational data
Austria,Niederosterreich,AT12,2022-05,4340.88727158733,38014,1684287,Epidemic intelligence subnational data
Austria,Niederosterreich,AT12,2022-06,4436.41730892657,36708,1684287,Epidemic intelligence subnational data
Austria,Wien,AT13,2020-13,,686,1911191,Epidemic intelligence subnational data
Austria,Wien,AT13,2020-14,66.2414170012312,580,1911191,Epidemic intelligence subnational data
Austria,Wien,AT13,2020-15,46.4631740103422,308,1911191,Epidemic intelligence subnational data
Austria,Wien,AT13,2020-16,26.266343866207,194,1911191,Epidemic intelligence subnational data
Austria,Wien,AT13,2020-17,18.0515709837478,151,1911191,Epidemic intelligence subnational data
Austria,Wien,AT13,2020-18,16.9527797064762,173,1911191,Epidemic intelligence subnational data
Austria,Wien,AT13,2020-19,16.4295457649183,141,1911191,Epidemic intelligence subnational data
Austria,Wien,AT13,2020-20,20.0921833558237,243,1911191,Epidemic intelligence subnational data
Austria,Wien,AT13,2020-21,21.0340044506279,159,1911191,Epidemic intelligence subnational data
Austria,Wien,AT13,2020-22,16.5341925532299,157,1911191,Epidemic intelligence subnational data
Austria,Wien,AT13,2020-23,16.9527797064762,167,1911191,Epidemic intelligence subnational data
Austria,Wien,AT13,2020-24,14.755197151933,115,1911191,Epidemic intelligence subnational data
Austria,Wien,AT13,2020-25,13.9703462395962,152,1911191,Epidemic intelligence subnational data
Austria,Wien,AT13,2020-26,15.016814122712,135,1911191,Epidemic intelligence subnational data
Austria,Wien,AT13,2020-27,18.9933920785521,228,1911191,Epidemic intelligence subnational data
Austria,Wien,AT13,2020-28,21.50491499803,183,1911191,Epidemic intelligence subnational data
Austria,Wien,AT13,2020-29,24.1734080999754,279,1911191,Epidemic intelligence subnational data
Austria,Wien,AT13,2020-30,30.6615089752934,307,1911191,Epidemic intelligence subnational data
Austria,Wien,AT13,2020-31,34.8997039019125,360,1911191,Epidemic intelligence subnational data
Austria,Wien,AT13,2020-32,37.9344607629483,365,1911191,Epidemic intelligence subnational data
Austria,Wien,AT13,2020-33,51.1199560902076,612,1911191,Epidemic intelligence subnational data
Austria,Wien,AT13,2020-34,79.4792357226463,907,1911191,Epidemic intelligence subnational data
Austria,Wien,AT13,2020-35,92.9263480206845,869,1911191,Epidemic intelligence subnational data
Austria,Wien,AT13,2020-36,103.024763092752,1100,1911191,Epidemic intelligence subnational data
Austria,Wien,AT13,2020-37,158.068973744644,1921,1911191,Epidemic intelligence subnational data
Austria,Wien,AT13,2020-38,222.269778373799,2327,1911191,Epidemic intelligence subnational data
Austria,Wien,AT13,2020-39,231.844959504309,2104,1911191,Epidemic intelligence subnational data
Austria,Wien,AT13,2020-40,234.670422788722,2381,1911191,Epidemic intelligence subnational data
Austria,Wien,AT13,2020-41,275.953580777641,2893,1911191,Epidemic intelligence subnational data
Austria,Wien,AT13,2020-42,292.487773330871,2697,1911191,Epidemic intelligence subnational data
Austria,Wien,AT13,2020-43,367.519520550275,4327,1911191,Epidemic intelligence subnational data
Austria,Wien,AT13,2020-44,563.209014692932,6437,1911191,Epidemic intelligence subnational data
Austria,Wien,AT13,2020-45,663.30366771296,6240,1911191,Epidemic intelligence subnational data
Austria,Wien,AT13,2020-46,752.410407960272,8140,1911191,Epidemic intelligence subnational data
Austria,Wien,AT13,2020-47,741.160878216777,6025,1911191,Epidemic intelligence subnational data
Austria,Wien,AT13,2020-48,551.226957431256,4510,1911191,Epidemic intelligence subnational data
Austria,Wien,AT13,2020-49,431.406384814495,3735,1911191,Epidemic intelligence subnational data
Austria,Wien,AT13,2020-50,363.59526598859,3214,1911191,Epidemic intelligence subnational data
Austria,Wien,AT13,2020-51,293.691211396454,2399,1911191,Epidemic intelligence subnational data
Austria,Wien,AT13,2020-52,241.106200269884,2209,1911191,Epidemic intelligence subnational data
Austria,Wien,AT13,2020-53,232.525163628334,2235,1911191,Epidemic intelligence subnational data
Austria,Wien,AT13,2021-01,244.507220890011,2438,1911191,Epidemic intelligence subnational data
Austria,Wien,AT13,2021-02,233.780925088073,2030,1911191,Epidemic intelligence subnational data
Austria,Wien,AT13,2021-03,201.026480346548,1812,1911191,Epidemic intelligence subnational data
Austria,Wien,AT13,2021-04,191.817562975129,1854,1911191,Epidemic intelligence subnational data
Austria,Wien,AT13,2021-05,185.800372647213,1697,1911191,Epidemic intelligence subnational data
Austria,Wien,AT13,2021-06,196.422021660839,2057,1911191,Epidemic intelligence subnational data
Austria,Wien,AT13,2021-07,242.623578700402,2580,1911191,Epidemic intelligence subnational data
Austria,Wien,AT13,2021-08,315.824007124353,3456,1911191,Epidemic intelligence subnational data
Austria,Wien,AT13,2021-09,395.721830000246,4107,1911191,Epidemic intelligence subnational data
Austria,Wien,AT13,2021-10,454.742618607978,4584,1911191,Epidemic intelligence subnational data
Austria,Wien,AT13,2021-11,545.942294621521,5850,1911191,Epidemic intelligence subnational data
Austria,Wien,AT13,2021-12,621.235658811704,6023,1911191,Epidemic intelligence subnational data
Austria,Wien,AT13,2021-13,610.614009798079,5647,1911191,Epidemic intelligence subnational data
Austria,Wien,AT13,2021-14,544.895826738406,4767,1911191,Epidemic intelligence subnational data
Austria,Wien,AT13,2021-15,487.758680320282,4555,1911191,Epidemic intelligence subnational data
Austria,Wien,AT13,2021-16,414.715222078798,3371,1911191,Epidemic intelligence subnational data
Austria,Wien,AT13,2021-17,319.172704350324,2729,1911191,Epidemic intelligence subnational data
Austria,Wien,AT13,2021-18,231.949606292621,1704,1911191,Epidemic intelligence subnational data
Austria,Wien,AT13,2021-19,149.801877468029,1159,1911191,Epidemic intelligence subnational data
Austria,Wien,AT13,2021-20,102.658499333662,803,1911191,Epidemic intelligence subnational data
Austria,Wien,AT13,2021-21,72.8341646648608,589,1911191,Epidemic intelligence subnational data
Austria,Wien,AT13,2021-22,59.7009927317573,552,1911191,Epidemic intelligence subnational data
Austria,Wien,AT13,2021-23,58.3405844837068,563,1911191,Epidemic intelligence subnational data
Austria,Wien,AT13,2021-24,53.4745088272182,459,1911191,Epidemic intelligence subnational data
Austria,Wien,AT13,2021-25,40.759924047361,320,1911191,Epidemic intelligence subnational data
Austria,Wien,AT13,2021-26,34.010206201264,330,1911191,Epidemic intelligence subnational data
Austria,Wien,AT13,2021-27,42.4865960545021,482,1911191,Epidemic intelligence subnational data
Austria,Wien,AT13,2021-28,61.3230179505868,690,1911191,Epidemic intelligence subnational data
Austria,Wien,AT13,2021-29,73.4097220005745,713,1911191,Epidemic intelligence subnational data
Austria,Wien,AT13,2021-30,85.548749444718,922,1911191,Epidemic intelligence subnational data
Austria,Wien,AT13,2021-31,99.1528319252236,973,1911191,Epidemic intelligence subnational data
Austria,Wien,AT13,2021-32,135.046680316096,1608,1911191,Epidemic intelligence subnational data
Austria,Wien,AT13,2021-33,205.264675273167,2315,1911191,Epidemic intelligence subnational data
Austria,Wien,AT13,2021-34,264.285463880899,2736,1911191,Epidemic intelligence subnational data
Austria,Wien,AT13,2021-35,314.149658511368,3268,1911191,Epidemic intelligence subnational data
Austria,Wien,AT13,2021-36,384.786240621686,4086,1911191,Epidemic intelligence subnational data
Austria,Wien,AT13,2021-37,425.179900909956,4040,1911191,Epidemic intelligence subnational data
Austria,Wien,AT13,2021-38,376.885408104161,3163,1911191,Epidemic intelligence subnational data
Austria,Wien,AT13,2021-39,321.108669934088,2974,1911191,Epidemic intelligence subnational data
Austria,Wien,AT13,2021-40,299.551431541902,2751,1911191,Epidemic intelligence subnational data
Austria,Wien,AT13,2021-41,276.790755084133,2539,1911191,Epidemic intelligence subnational data
Austria,Wien,AT13,2021-42,312.422986504227,3432,1911191,Epidemic intelligence subnational data
Austria,Wien,AT13,2021-43,404.459836824263,4298,1911191,Epidemic intelligence subnational data
Austria,Wien,AT13,2021-44,609.72451209743,7355,1911191,Epidemic intelligence subnational data
Austria,Wien,AT13,2021-45,864.382471453664,9165,1911191,Epidemic intelligence subnational data
Austria,Wien,AT13,2021-46,1091.9369126372,11704,1911191,Epidemic intelligence subnational data
Austria,Wien,AT13,2021-47,1096.4367245346,9251,1911191,Epidemic intelligence subnational data
Austria,Wien,AT13,2021-48,827.232861603053,6559,1911191,Epidemic intelligence subnational data
Austria,Wien,AT13,2021-49,578.487445786423,4497,1911191,Epidemic intelligence subnational data
Austria,Wien,AT13,2021-50,414.81986886711,3431,1911191,Epidemic intelligence subnational data
Austria,Wien,AT13,2021-51,362.287181134696,3493,1911191,Epidemic intelligence subnational data
Austria,Wien,AT13,2021-52,517.73998517155,6402,1911191,Epidemic intelligence subnational data
Austria,Wien,AT13,2022-01,1268.1621041539,17835,1911191,Epidemic intelligence subnational data
Austria,Wien,AT13,2022-02,2626.21579946745,32357,1911191,Epidemic intelligence subnational data
Austria,Wien,AT13,2022-03,4255.67094026709,48977,1911191,Epidemic intelligence subnational data
Austria,Wien,AT13,2022-04,5475.43390482689,55669,1911191,Epidemic intelligence subnational data
Austria,Wien,AT13,2022-05,5379.89138709841,47151,1911191,Epidemic intelligence subnational data
Austria,Wien,AT13,2022-06,4614.19083702257,41035,1911191,Epidemic intelligence subnational data
Austria,Karnten,AT21,2020-13,,150,561293,Epidemic intelligence subnational data
Austria,Karnten,AT21,2020-14,39.7296955422569,73,561293,Epidemic intelligence subnational data
Austria,Karnten,AT21,2020-15,23.5171291999009,59,561293,Epidemic intelligence subnational data
